,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__class_weight,param_clf__max_depth,param_clf__n_estimators,param_tfidf__min_df,param_tfidf__sublinear_tf,params,split0_test_f1_weighted,split1_test_f1_weighted,split2_test_f1_weighted,split3_test_f1_weighted,mean_test_f1_weighted,std_test_f1_weighted,rank_test_f1_weighted,split0_test_precision_weighted,split1_test_precision_weighted,split2_test_precision_weighted,split3_test_precision_weighted,mean_test_precision_weighted,std_test_precision_weighted,rank_test_precision_weighted,split0_test_recall_weighted,split1_test_recall_weighted,split2_test_recall_weighted,split3_test_recall_weighted,mean_test_recall_weighted,std_test_recall_weighted,rank_test_recall_weighted
48,103.40707606077194,1.9373365438640426,24.199355244636536,7.623889520191559,balanced,32,200,0.01,True,"{'clf__class_weight': 'balanced', 'clf__max_depth': 32, 'clf__n_estimators': 200, 'tfidf__min_df': 0.01, 'tfidf__sublinear_tf': True}",0.4671358887690932,0.4672134280227573,0.45621101940485753,0.4676065557215836,0.4645417229795729,0.004813042846463412,36,0.4420657304788013,0.4656387819150492,0.4723353014257229,0.47099369891605275,0.4627583781839066,0.012206764119156806,25,0.6265434227771263,0.6258433858106727,0.6096098166276024,0.6303657694962043,0.6230905986779014,0.007971189158175974,120
20,63.829279005527496,1.826958859562086,21.490547955036163,6.521756491451374,balanced,16,50,0.05,True,"{'clf__class_weight': 'balanced', 'clf__max_depth': 16, 'clf__n_estimators': 50, 'tfidf__min_df': 0.05, 'tfidf__sublinear_tf': True}",0.4263876600398242,0.44339866590653065,0.44900034720307297,0.4545572695902321,0.44333598568491495,0.010550496136134336,37,0.33914864009155854,0.36047027006637544,0.364333258469866,0.3649000229073292,0.3572130478837823,0.010567867677934646,49,0.7356004690625647,0.7556055339739658,0.7290086860609403,0.7505175983436853,0.742683071860289,0.01078797851404761,93
103,79.33992058038712,2.489085802150843,10.7721386551857,0.3131052516362806,balanced_subsample,16,200,0.01,False,"{'clf__class_weight': 'balanced_subsample', 'clf__max_depth': 16, 'clf__n_estimators': 200, 'tfidf__min_df': 0.01, 'tfidf__sublinear_tf': False}",0.44165525870640177,0.4478033628858276,0.45071641878294544,0.43131132396047966,0.4428715910839136,0.0074327473916342415,38,0.3944244136878379,0.40422511005822087,0.4162937652791369,0.4287876701884639,0.4109327398034149,0.012894342375080046,39,0.718010622887494,0.7358413412390105,0.6996415276437337,0.6988267770876466,0.7130800672144711,0.015216246249475067,106
31,86.87512874603271,2.046082544285355,18.53444617986679,4.446902965408388,balanced,16,200,0.01,False,"{'clf__class_weight': 'balanced', 'clf__max_depth': 16, 'clf__n_estimators': 200, 'tfidf__min_df': 0.01, 'tfidf__sublinear_tf': False}",0.4364483954437498,0.4461056245950925,0.45268608724069304,0.43272304902561376,0.44199078907628725,0.007872903006471187,39,0.3819128010296059,0.4048920812798622,0.4213311825398141,0.43024013123739235,0.4095940490216686,0.01838736662170703,41,0.7225632889563358,0.7358413412390105,0.690748655728664,0.700552104899931,0.7124263477059853,0.01776189370355412,107
102,83.9550586938858,2.9194165623006776,18.938778042793274,4.005218057423735,balanced_subsample,16,200,0.01,True,"{'clf__class_weight': 'balanced_subsample', 'clf__max_depth': 16, 'clf__n_estimators': 200, 'tfidf__min_df': 0.01, 'tfidf__sublinear_tf': True}",0.43704879706726907,0.44686809236178815,0.45253430186680815,0.4310442257321125,0.4418738542569945,0.008353885149438162,40,0.39067982540748797,0.4110969657134172,0.4228565571671415,0.43074378923560996,0.41384428438091414,0.015091009281187784,37,0.7210457336000552,0.7312751311933483,0.7027436922652696,0.6985507246376812,0.7134038204240885,0.013341995469223388,103
2,50.44625115394592,1.0659789581046153,19.886322557926178,0.6842209154167672,balanced,,50,0.05,True,"{'clf__class_weight': 'balanced', 'clf__max_depth': None, 'clf__n_estimators': 50, 'tfidf__min_df': 0.05, 'tfidf__sublinear_tf': True}",0.4263552857176465,0.4429620845716051,0.44797945545771106,0.44820122432892034,0.44137451251897075,0.008920857919674013,41,0.3385411143389453,0.36015725723945163,0.3637991793751138,0.3601027811952112,0.3556500830371805,0.00999081729912847,50,0.7380147616748293,0.755060314864036,0.727078450296429,0.744927536231884,0.7412702657667946,0.010192485155702395,94
38,74.67204558849335,3.642955771180186,16.70165318250656,5.8416288471095275,balanced,32,50,0.05,True,"{'clf__class_weight': 'balanced', 'clf__max_depth': 32, 'clf__n_estimators': 50, 'tfidf__min_df': 0.05, 'tfidf__sublinear_tf': True}",0.4263552857176465,0.4429620845716051,0.44797945545771106,0.44820122432892034,0.44137451251897075,0.008920857919674013,41,0.3385411143389453,0.36015725723945163,0.3637991793751138,0.3601027811952112,0.3556500830371805,0.00999081729912847,50,0.7380147616748293,0.755060314864036,0.727078450296429,0.744927536231884,0.7412702657667946,0.010192485155702395,94
56,67.61847883462906,2.2271279835160844,21.52909231185913,5.459123080398977,balanced,64,50,0.05,True,"{'clf__class_weight': 'balanced', 'clf__max_depth': 64, 'clf__n_estimators': 50, 'tfidf__min_df': 0.05, 'tfidf__sublinear_tf': True}",0.4263552857176465,0.4429620845716051,0.44797945545771106,0.44820122432892034,0.44137451251897075,0.008920857919674013,41,0.3385411143389453,0.36015725723945163,0.3637991793751138,0.3601027811952112,0.3556500830371805,0.00999081729912847,50,0.7380147616748293,0.755060314864036,0.727078450296429,0.744927536231884,0.7412702657667946,0.010192485155702395,94
96,59.59459060430527,1.2412432753833689,15.395066440105438,4.981298685386693,balanced_subsample,16,100,0.01,True,"{'clf__class_weight': 'balanced_subsample', 'clf__max_depth': 16, 'clf__n_estimators': 100, 'tfidf__min_df': 0.01, 'tfidf__sublinear_tf': True}",0.43963677910363325,0.4441042680283861,0.44982078839423006,0.43152581717083816,0.44127191317427183,0.006685161783441549,44,0.39367571613610264,0.39950319440353305,0.41493978788711516,0.41107583781518703,0.4047986340604845,0.008573320130299386,44,0.718424501621025,0.7347509030191508,0.7092237694747001,0.7045548654244307,0.7167385098848267,0.011534745232653633,99
25,70.92211979627609,2.2164715575632954,27.03002691268921,2.1151328290759808,balanced,16,100,0.01,False,"{'clf__class_weight': 'balanced', 'clf__max_depth': 16, 'clf__n_estimators': 100, 'tfidf__min_df': 0.01, 'tfidf__sublinear_tf': False}",0.4389433123468059,0.43945707682568613,0.4504674266637108,0.4311941166575298,0.4400154831234332,0.0068651474467511025,45,0.38308449051664256,0.3914465939589732,0.418620137190563,0.43685065938467404,0.4075004702627132,0.021441476193452155,42,0.7241498241015383,0.7301165405847475,0.6911622776782022,0.7033126293995859,0.7121853179410185,0.015695309625883152,108
26,62.74609035253525,0.4461401378877014,19.62320965528488,3.262640022429281,balanced,16,100,0.05,True,"{'clf__class_weight': 'balanced', 'clf__max_depth': 16, 'clf__n_estimators': 100, 'tfidf__min_df': 0.05, 'tfidf__sublinear_tf': True}",0.42704425980474153,0.4433602443576054,0.44081202642348194,0.44868634657653256,0.4399757192905904,0.00798830538503832,46,0.3387073619622113,0.3603007410113443,0.356737038220817,0.3613797791746286,0.3542812300922503,0.009154237719168708,53,0.7376008829412982,0.7569685817487903,0.7355577002619605,0.7459627329192546,0.7440224744678259,0.008429939748871825,89
8,69.66663897037506,2.783643177695413,10.990792274475098,0.2869742298846468,balanced,,100,0.05,True,"{'clf__class_weight': 'balanced', 'clf__max_depth': None, 'clf__n_estimators': 100, 'tfidf__min_df': 0.05, 'tfidf__sublinear_tf': True}",0.42643359427602334,0.44308004296949033,0.4407274120656269,0.4489672976819561,0.43980208674827415,0.008281287737584254,47,0.338362186495735,0.3602274862133968,0.3556148478140926,0.36082470180585297,0.35375730558226937,0.009114157690265749,59,0.7378078223080637,0.7573774960812376,0.7360402592030884,0.7466528640441684,0.7444696104091395,0.008467784412368638,83
44,55.97591209411621,2.257088278199157,23.303566455841064,5.496826449283478,balanced,32,100,0.05,True,"{'clf__class_weight': 'balanced', 'clf__max_depth': 32, 'clf__n_estimators': 100, 'tfidf__min_df': 0.05, 'tfidf__sublinear_tf': True}",0.42643359427602334,0.44308004296949033,0.4407274120656269,0.4489672976819561,0.43980208674827415,0.008281287737584254,47,0.338362186495735,0.3602274862133968,0.3556148478140926,0.36082470180585297,0.35375730558226937,0.009114157690265749,59,0.7378078223080637,0.7573774960812376,0.7360402592030884,0.7466528640441684,0.7444696104091395,0.008467784412368638,83
62,62.21139734983444,1.8229112374192726,17.37559974193573,4.525712738883435,balanced,64,100,0.05,True,"{'clf__class_weight': 'balanced', 'clf__max_depth': 64, 'clf__n_estimators': 100, 'tfidf__min_df': 0.05, 'tfidf__sublinear_tf': True}",0.42643359427602334,0.44308004296949033,0.4407274120656269,0.4489672976819561,0.43980208674827415,0.008281287737584254,47,0.338362186495735,0.3602274862133968,0.3556148478140926,0.36082470180585297,0.35375730558226937,0.009114157690265749,59,0.7378078223080637,0.7573774960812376,0.7360402592030884,0.7466528640441684,0.7444696104091395,0.008467784412368638,83
21,60.791405975818634,2.8108974549689916,23.16253226995468,0.9578412393132062,balanced,16,50,0.05,False,"{'clf__class_weight': 'balanced', 'clf__max_depth': 16, 'clf__n_estimators': 50, 'tfidf__min_df': 0.05, 'tfidf__sublinear_tf': False}",0.42755033641127727,0.4427481091272918,0.4343355686250363,0.45455979384332346,0.43979845200173223,0.010080390870735157,50,0.3397971527002822,0.35966987714382764,0.35058489070082255,0.3660916430867991,0.3540358909079329,0.009896135984311952,55,0.7396012968200317,0.7530838955905405,0.7453467530676962,0.7490683229813665,0.7467750671149087,0.004963955088060051,55
30,74.51438730955124,4.465786891595152,23.554071247577667,1.985552936815438,balanced,16,200,0.01,True,"{'clf__class_weight': 'balanced', 'clf__max_depth': 16, 'clf__n_estimators': 200, 'tfidf__min_df': 0.01, 'tfidf__sublinear_tf': True}",0.4345355958849522,0.4441731365037978,0.45146163053826227,0.42874767701890887,0.4397295099864803,0.008731635990589667,51,0.38314499971121946,0.40437246369914576,0.4253061810989807,0.43340702820249455,0.41155766817796013,0.01952769209241383,38,0.7238739049458509,0.7372725414025761,0.694057631324969,0.6976535541752933,0.7132144079621723,0.01803843758675939,105
3,58.088694989681244,0.6549424828716063,21.12403905391693,0.48959043019225046,balanced,,50,0.05,False,"{'clf__class_weight': 'balanced', 'clf__max_depth': None, 'clf__n_estimators': 50, 'tfidf__min_df': 0.05, 'tfidf__sublinear_tf': False}",0.42761544766639903,0.44300914353279564,0.4334876339719269,0.4539358866351704,0.439512027951573,0.009976214988867334,52,0.3398242688642095,0.36014613014933633,0.3501295520656242,0.36571008167949304,0.3539525081896657,0.009884629827562056,56,0.7373939435745327,0.7539017242554351,0.7418309664966221,0.7481711525189786,0.7453244467113921,0.006260405498791947,67
39,62.675548672676086,6.0837117694519,19.312229931354523,3.5147550388951774,balanced,32,50,0.05,False,"{'clf__class_weight': 'balanced', 'clf__max_depth': 32, 'clf__n_estimators': 50, 'tfidf__min_df': 0.05, 'tfidf__sublinear_tf': False}",0.42761544766639903,0.44300914353279564,0.4334876339719269,0.4539358866351704,0.439512027951573,0.009976214988867334,52,0.3398242688642095,0.36014613014933633,0.3501295520656242,0.36571008167949304,0.3539525081896657,0.009884629827562056,56,0.7373939435745327,0.7539017242554351,0.7418309664966221,0.7481711525189786,0.7453244467113921,0.006260405498791947,67
57,71.01972848176956,5.082771941981547,24.134581983089447,4.924560074709949,balanced,64,50,0.05,False,"{'clf__class_weight': 'balanced', 'clf__max_depth': 64, 'clf__n_estimators': 50, 'tfidf__min_df': 0.05, 'tfidf__sublinear_tf': False}",0.42761544766639903,0.44300914353279564,0.4334876339719269,0.4539358866351704,0.439512027951573,0.009976214988867334,52,0.3398242688642095,0.36014613014933633,0.3501295520656242,0.36571008167949304,0.3539525081896657,0.009884629827562056,56,0.7373939435745327,0.7539017242554351,0.7418309664966221,0.7481711525189786,0.7453244467113921,0.006260405498791947,67
92,50.56890571117401,7.100097991614025,15.892772018909454,4.3727455121869365,balanced_subsample,16,50,0.05,True,"{'clf__class_weight': 'balanced_subsample', 'clf__max_depth': 16, 'clf__n_estimators': 50, 'tfidf__min_df': 0.05, 'tfidf__sublinear_tf': True}",0.4269747951781747,0.4434618405253756,0.43661118955270733,0.4487648306519752,0.4389531639770582,0.008148053915558654,55,0.3391480700934599,0.36036399008206776,0.3568881769013154,0.36063429005539543,0.3542586317830596,0.008848276674994602,54,0.7346347520176588,0.7553329244190009,0.7429339583620571,0.7456176673567978,0.7446298255388786,0.007387652151917321,79
32,82.73009490966797,3.9415209165648557,23.516858875751495,1.0513323667913947,balanced,16,200,0.05,True,"{'clf__class_weight': 'balanced', 'clf__max_depth': 16, 'clf__n_estimators': 200, 'tfidf__min_df': 0.05, 'tfidf__sublinear_tf': True}",0.4275017289399737,0.4432330387820023,0.4344441718246835,0.44918415548091134,0.4385907737568927,0.00827543931537728,56,0.3399357866041631,0.3600204214608599,0.3504857269094308,0.3609861959162735,0.3528570327226818,0.00851438672127351,76,0.7346347520176588,0.7554010768077422,0.7463118709499518,0.7466528640441684,0.7457501409548802,0.007379411962091845,66
97,60.07126611471176,2.2700886731725745,11.84102714061737,2.551023372900377,balanced_subsample,16,100,0.01,False,"{'clf__class_weight': 'balanced_subsample', 'clf__max_depth': 16, 'clf__n_estimators': 100, 'tfidf__min_df': 0.01, 'tfidf__sublinear_tf': False}",0.4385174799430221,0.44458698545545555,0.4459387239003001,0.4253023707230201,0.43858639000544947,0.008162932627871291,57,0.38487381601207804,0.396926473797315,0.4142787235175891,0.4044521971878628,0.4001328026287112,0.010745713846618717,47,0.7178726633096503,0.7355005792953043,0.6988832207362471,0.7021394064872326,0.7135989674571086,0.014541490780916157,102
33,89.99523037672043,1.8400193817540078,29.20686513185501,1.169236700067175,balanced,16,200,0.05,False,"{'clf__class_weight': 'balanced', 'clf__max_depth': 16, 'clf__n_estimators': 200, 'tfidf__min_df': 0.05, 'tfidf__sublinear_tf': False}",0.42766372404832115,0.4430840956496944,0.4346414455765209,0.44883337321724387,0.43855565962294507,0.008063706680828895,58,0.339613664227809,0.3598750398411334,0.35180199165414644,0.36144677940788555,0.35318436878274356,0.008647362274026476,63,0.7440849830999517,0.7543787909766237,0.7402454156900593,0.7463077984817115,0.7462542470620865,0.005167756819178484,63
99,57.43943649530411,0.25795948400719887,10.091309905052185,0.29081455894953245,balanced_subsample,16,100,0.05,False,"{'clf__class_weight': 'balanced_subsample', 'clf__max_depth': 16, 'clf__n_estimators': 100, 'tfidf__min_df': 0.05, 'tfidf__sublinear_tf': False}",0.42805816391606905,0.44335864229729754,0.43407267538293376,0.4486886040437139,0.43854452141000355,0.008000613613614907,59,0.33918625850615775,0.36006765386930145,0.35157563806229203,0.36120966526426457,0.35300980392550396,0.00880622239510213,70,0.7474649927571222,0.756559667416343,0.7441058872190818,0.7463077984817115,0.7486095864685647,0.0047459302751598495,49
105,72.44385260343552,2.8193351151396895,19.89318883419037,2.517254237816194,balanced_subsample,16,200,0.05,False,"{'clf__class_weight': 'balanced_subsample', 'clf__max_depth': 16, 'clf__n_estimators': 200, 'tfidf__min_df': 0.05, 'tfidf__sublinear_tf': False}",0.4280102019218853,0.4433111030924854,0.4345733834016588,0.4482204014519415,0.43852877246699273,0.007795572261931578,60,0.3396621841666457,0.3599583588237507,0.3519668290051018,0.36118537133492684,0.3531931858326062,0.008576633253442295,62,0.745257639511623,0.7558099911401894,0.7395560457741625,0.7446514837819186,0.7463187900519734,0.005910236013296505,62
19,55.80319380760193,0.3792784281831477,12.911879301071167,2.3288651456900458,balanced,16,50,0.01,False,"{'clf__class_weight': 'balanced', 'clf__max_depth': 16, 'clf__n_estimators': 50, 'tfidf__min_df': 0.01, 'tfidf__sublinear_tf': False}",0.4362516829952103,0.43978866968759767,0.448401773839309,0.429110094035596,0.4383880551394283,0.006944078979528165,61,0.3789320165039709,0.39446281119476045,0.4067633133254664,0.4473414900679083,0.4068749077730265,0.025359525083741386,43,0.718424501621025,0.7340012267429974,0.7026747552736798,0.697791580400276,0.7132230160094946,0.014214293012360829,104
86,75.19418424367905,1.2139931502288253,21.09073656797409,2.4956436566947584,balanced_subsample,,200,0.05,True,"{'clf__class_weight': 'balanced_subsample', 'clf__max_depth': None, 'clf__n_estimators': 200, 'tfidf__min_df': 0.05, 'tfidf__sublinear_tf': True}",0.42761760656288206,0.442914999850348,0.43410053080368904,0.4488510060562611,0.43837103581829506,0.00812943477654185,62,0.3403165333960509,0.35988436484975234,0.35164136493862186,0.3607722635672184,0.35315363168791086,0.008222292318511201,64,0.7358763882182521,0.7551966196415184,0.7438990762443127,0.746031746031746,0.7452509575339573,0.006878153064455403,73
122,76.51622748374939,4.3260169672248905,12.679507613182068,3.828227182588421,balanced_subsample,32,200,0.05,True,"{'clf__class_weight': 'balanced_subsample', 'clf__max_depth': 32, 'clf__n_estimators': 200, 'tfidf__min_df': 0.05, 'tfidf__sublinear_tf': True}",0.42761760656288206,0.442914999850348,0.43410053080368904,0.4488510060562611,0.43837103581829506,0.00812943477654185,62,0.3403165333960509,0.35988436484975234,0.35164136493862186,0.3607722635672184,0.35315363168791086,0.008222292318511201,64,0.7358763882182521,0.7551966196415184,0.7438990762443127,0.746031746031746,0.7452509575339573,0.006878153064455403,73
140,71.22056007385254,0.21567401230715702,10.266027092933655,0.19358905626174286,balanced_subsample,64,200,0.05,True,"{'clf__class_weight': 'balanced_subsample', 'clf__max_depth': 64, 'clf__n_estimators': 200, 'tfidf__min_df': 0.05, 'tfidf__sublinear_tf': True}",0.42761760656288206,0.442914999850348,0.43410053080368904,0.4488510060562611,0.43837103581829506,0.00812943477654185,62,0.3403165333960509,0.35988436484975234,0.35164136493862186,0.3607722635672184,0.35315363168791086,0.008222292318511201,64,0.7358763882182521,0.7551966196415184,0.7438990762443127,0.746031746031746,0.7452509575339573,0.006878153064455403,73
104,71.60279422998428,0.17836290518299588,13.908176600933075,3.724536693385705,balanced_subsample,16,200,0.05,True,"{'clf__class_weight': 'balanced_subsample', 'clf__max_depth': 16, 'clf__n_estimators': 200, 'tfidf__min_df': 0.05, 'tfidf__sublinear_tf': True}",0.427487503610847,0.4430790835298047,0.43447880118685,0.4481853722116367,0.43830769013478454,0.007938381842822615,65,0.3398390500582672,0.3597032718878229,0.3516147281438062,0.3604809491874157,0.352909499819328,0.008306552761229009,74,0.7359453680071739,0.7558099911401894,0.7451399420929271,0.7464458247066943,0.7458352814867462,0.007038492047305665,64
27,68.16230297088623,7.323606434081698,27.18435263633728,6.036025861153656,balanced,16,100,0.05,False,"{'clf__class_weight': 'balanced', 'clf__max_depth': 16, 'clf__n_estimators': 100, 'tfidf__min_df': 0.05, 'tfidf__sublinear_tf': False}",0.4270799282510846,0.4431021060064777,0.43380379078789916,0.4488152284264317,0.4382002633679733,0.008362062674726315,66,0.33870858625490535,0.3599552605978313,0.35093538161257776,0.36137599425603234,0.3527438056803367,0.009038494669499485,89,0.7438090639442644,0.7545832481428474,0.7447263201433889,0.7467908902691511,0.747477380624913,0.004242331411898341,51
87,73.16982513666153,1.1647597283322608,16.91954666376114,5.3188570063968825,balanced_subsample,,200,0.05,False,"{'clf__class_weight': 'balanced_subsample', 'clf__max_depth': None, 'clf__n_estimators': 200, 'tfidf__min_df': 0.05, 'tfidf__sublinear_tf': False}",0.42732395284085617,0.4433717638147492,0.43397979322877694,0.4480311862623865,0.4381766740366922,0.00805443565494857,67,0.33893245546110323,0.36013009103430044,0.3515817770595807,0.3610853031486179,0.35293240667590053,0.008889589633318104,71,0.7421535490101401,0.7560826006951543,0.7382462429339584,0.7446514837819186,0.7452834691052929,0.006639646084932928,70
123,65.90037304162979,7.631038359981854,18.20659178495407,4.605778104288715,balanced_subsample,32,200,0.05,False,"{'clf__class_weight': 'balanced_subsample', 'clf__max_depth': 32, 'clf__n_estimators': 200, 'tfidf__min_df': 0.05, 'tfidf__sublinear_tf': False}",0.42732395284085617,0.4433717638147492,0.43397979322877694,0.4480311862623865,0.4381766740366922,0.00805443565494857,67,0.33893245546110323,0.36013009103430044,0.3515817770595807,0.3610853031486179,0.35293240667590053,0.008889589633318104,71,0.7421535490101401,0.7560826006951543,0.7382462429339584,0.7446514837819186,0.7452834691052929,0.006639646084932928,70
141,48.46155720949173,0.8109065680549001,17.140254855155945,6.447309901001457,balanced_subsample,64,200,0.05,False,"{'clf__class_weight': 'balanced_subsample', 'clf__max_depth': 64, 'clf__n_estimators': 200, 'tfidf__min_df': 0.05, 'tfidf__sublinear_tf': False}",0.42732395284085617,0.4433717638147492,0.43397979322877694,0.4480311862623865,0.4381766740366922,0.00805443565494857,67,0.33893245546110323,0.36013009103430044,0.3515817770595807,0.3610853031486179,0.35293240667590053,0.008889589633318104,71,0.7421535490101401,0.7560826006951543,0.7382462429339584,0.7446514837819186,0.7452834691052929,0.006639646084932928,70
81,63.83937615156174,7.751875059286113,17.108201384544373,3.900918946674036,balanced_subsample,,100,0.05,False,"{'clf__class_weight': 'balanced_subsample', 'clf__max_depth': None, 'clf__n_estimators': 100, 'tfidf__min_df': 0.05, 'tfidf__sublinear_tf': False}",0.427203345637775,0.4432807975623945,0.4333061521276941,0.4486969642978136,0.4381218149064193,0.008379326731063919,70,0.33883624075362556,0.3600613699800624,0.3507953067399534,0.36156385084565473,0.352814192079824,0.009062796716926008,80,0.7435331447885769,0.7566959721938253,0.7427960843788777,0.7463077984817115,0.7473332499607479,0.0055618969153178556,52
117,51.159423530101776,2.204580073405625,17.859898269176483,3.5253961174896813,balanced_subsample,32,100,0.05,False,"{'clf__class_weight': 'balanced_subsample', 'clf__max_depth': 32, 'clf__n_estimators': 100, 'tfidf__min_df': 0.05, 'tfidf__sublinear_tf': False}",0.427203345637775,0.4432807975623945,0.4333061521276941,0.4486969642978136,0.4381218149064193,0.008379326731063919,70,0.33883624075362556,0.3600613699800624,0.3507953067399534,0.36156385084565473,0.352814192079824,0.009062796716926008,80,0.7435331447885769,0.7566959721938253,0.7427960843788777,0.7463077984817115,0.7473332499607479,0.0055618969153178556,52
